"site_id_with_pcr","week_end","site_id","mean_pcr_target_avg_conc_lin","all_pcr_target_avg_conc_lin","wval_site_wk","all_sample_collect_dates","days_since_first_sample","baseline_avg_conc_ln","last_baseline_ln","last_std_ln","std_avg_conc_ln","pcr_target_below_lod","pcr_target","all_ww_index_ln_lin","source","county_names","wval_site_wk_level"
"15001-003-01-00-00_fluav",2025-05-10,"15001-003-01-00-00",1521.67944235294,"2293.35888470588, 750",2.8620719552556,"2025-05-07, 2025-05-05",532,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","4.7241439105112, 1","CDC_VERILY",15001,"Low"
"15001-003-01-00-00_fluav",2025-05-17,"15001-003-01-00-00",750,"750, 750",1,"2025-05-14, 2025-05-12",539,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-05-24,"15001-003-01-00-00",750,"750, 750",1,"2025-05-21, 2025-05-19",546,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-05-31,"15001-003-01-00-00",750,"750, 750",1,"2025-05-28, 2025-05-26",553,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-06-07,"15001-003-01-00-00",750,"750, 750",1,"2025-06-04, 2025-06-02",560,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-06-14,"15001-003-01-00-00",750,"750, 750",1,"2025-06-11, 2025-06-09",567,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-06-21,"15001-003-01-00-00",750,"750, 750",1,"2025-06-18, 2025-06-16",574,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-06-28,"15001-003-01-00-00",1310.83955495626,"1871.67910991252, 750",2.28119295881509,"2025-06-25, 2025-06-23",581,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"no","fluav","3.56238591763018, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-07-05,"15001-003-01-00-00",750,"750, 750",1,"2025-07-02, 2025-06-30",588,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2025-07-12,"15001-003-01-00-00",750,"750, 750",1,"2025-07-09, 2025-07-07",595,6.62007320653036,6.62007320653036,0.719848905044753,0.719848905044753,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
